Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-12-08 00:00:00+03:00,2196.169921875,2197.77001953125,2174.570068359375,2184.429931640625,0,0.0,0.0
2022-12-09 00:00:00+03:00,2178.929931640625,2183.969970703125,2169.0400390625,2177.85009765625,0,0.0,0.0
2022-12-12 00:00:00+03:00,2178.330078125,2185.489990234375,2163.330078125,2173.159912109375,0,0.0,0.0
2022-12-13 00:00:00+03:00,2175.2900390625,2177.949951171875,2154.52001953125,2174.3798828125,0,0.0,0.0
2022-12-14 00:00:00+03:00,2171.1201171875,2171.31005859375,2154.64990234375,2159.81005859375,0,0.0,0.0
2022-12-15 00:00:00+03:00,2151.68994140625,2151.68994140625,2115.2099609375,2126.800048828125,0,0.0,0.0
2022-12-16 00:00:00+03:00,2118.429931640625,2135.7900390625,2116.080078125,2132.75,0,0.0,0.0
2022-12-19 00:00:00+03:00,2131.330078125,2139.070068359375,2109.56005859375,2129.97998046875,0,0.0,0.0
2022-12-20 00:00:00+03:00,2071.10009765625,2119.3701171875,2070.580078125,2119.3701171875,0,0.0,0.0
2022-12-21 00:00:00+03:00,2135.409912109375,2139.489990234375,2102.239990234375,2116.1298828125,0,0.0,0.0
2022-12-22 00:00:00+03:00,2124.3701171875,2134.47998046875,2114.909912109375,2122.909912109375,0,0.0,0.0
2022-12-23 00:00:00+03:00,2121.989990234375,2128.27001953125,2110.590087890625,2124.02001953125,0,0.0,0.0
2022-12-26 00:00:00+03:00,2126.39990234375,2139.780029296875,2126.39990234375,2139.2099609375,0,0.0,0.0
2022-12-27 00:00:00+03:00,2142.080078125,2154.35009765625,2138.110107421875,2150.919921875,0,0.0,0.0
2022-12-28 00:00:00+03:00,2150.1201171875,2152.469970703125,2136.679931640625,2139.77001953125,0,0.0,0.0
2022-12-29 00:00:00+03:00,2135.909912109375,2149.93994140625,2134.47998046875,2147.06005859375,0,0.0,0.0
2022-12-30 00:00:00+03:00,2149.830078125,2154.469970703125,2139.7900390625,2154.1201171875,0,0.0,0.0
2023-01-03 00:00:00+03:00,2157.179931640625,2174.22998046875,2157.179931640625,2172.679931640625,0,0.0,0.0
2023-01-04 00:00:00+03:00,2171.5400390625,2179.56005859375,2162.06005859375,2168.419921875,0,0.0,0.0
2023-01-05 00:00:00+03:00,2170.39990234375,2171.93994140625,2154.159912109375,2156.669921875,0,0.0,0.0
2023-01-06 00:00:00+03:00,2157.320068359375,2160.080078125,2153.320068359375,2156.389892578125,0,0.0,0.0
2023-01-09 00:00:00+03:00,2163.429931640625,2169.7099609375,2162.010009765625,2163.5,0,0.0,0.0
2023-01-10 00:00:00+03:00,2162.699951171875,2162.919921875,2145.139892578125,2159.510009765625,0,0.0,0.0
2023-01-11 00:00:00+03:00,2156.280029296875,2190.39990234375,2153.550048828125,2186.97998046875,0,0.0,0.0
2023-01-12 00:00:00+03:00,2193.530029296875,2194.800048828125,2177.360107421875,2185.929931640625,0,0.0,0.0
2023-01-13 00:00:00+03:00,2188.60009765625,2204.179931640625,2179.820068359375,2199.93994140625,0,0.0,0.0
2023-01-16 00:00:00+03:00,2204.639892578125,2224.89990234375,2204.4599609375,2224.89990234375,0,0.0,0.0
2023-01-17 00:00:00+03:00,2225.260009765625,2226.489990234375,2196.840087890625,2196.840087890625,0,0.0,0.0
2023-01-18 00:00:00+03:00,2188.89990234375,2206.659912109375,2177.64990234375,2196.260009765625,0,0.0,0.0
2023-01-19 00:00:00+03:00,2190.02001953125,2193.929931640625,2162.110107421875,2168.830078125,0,0.0,0.0
2023-01-20 00:00:00+03:00,2167.610107421875,2173.7099609375,2154.3701171875,2166.68994140625,0,0.0,0.0
2023-01-23 00:00:00+03:00,2167.919921875,2186.85009765625,2164.889892578125,2185.31005859375,0,0.0,0.0
2023-01-24 00:00:00+03:00,2191.639892578125,2199.2900390625,2172.75,2172.75,0,0.0,0.0
2023-01-25 00:00:00+03:00,2168.47998046875,2176.610107421875,2160.760009765625,2170.14990234375,0,0.0,0.0
2023-01-26 00:00:00+03:00,2181.9599609375,2183.77001953125,2166.919921875,2166.919921875,0,0.0,0.0
2023-01-27 00:00:00+03:00,2174.85009765625,2189.35009765625,2167.330078125,2189.35009765625,0,0.0,0.0
2023-01-30 00:00:00+03:00,2193.989990234375,2204.409912109375,2189.1201171875,2204.409912109375,0,0.0,0.0
2023-01-31 00:00:00+03:00,2203.570068359375,2225.60009765625,2202.760009765625,2225.60009765625,0,0.0,0.0
2023-02-01 00:00:00+03:00,2232.02001953125,2247.1201171875,2224.949951171875,2230.14990234375,0,0.0,0.0
2023-02-02 00:00:00+03:00,2243.0400390625,2249.56005859375,2228.56005859375,2243.5400390625,0,0.0,0.0
2023-02-03 00:00:00+03:00,2239.10009765625,2253.699951171875,2216.6298828125,2248.300048828125,0,0.0,0.0
2023-02-06 00:00:00+03:00,2245.929931640625,2276.5,2243.77001953125,2272.3701171875,0,0.0,0.0
2023-02-07 00:00:00+03:00,2281.68994140625,2290.510009765625,2262.300048828125,2267.68994140625,0,0.0,0.0
2023-02-08 00:00:00+03:00,2273.590087890625,2283.489990234375,2244.52001953125,2251.969970703125,0,0.0,0.0
2023-02-09 00:00:00+03:00,2258.969970703125,2269.9599609375,2241.02001953125,2262.449951171875,0,0.0,0.0
2023-02-10 00:00:00+03:00,2253.510009765625,2264.389892578125,2249.6201171875,2261.580078125,0,0.0,0.0
2023-02-13 00:00:00+03:00,2262.64990234375,2271.0,2261.3701171875,2264.27001953125,0,0.0,0.0
2023-02-14 00:00:00+03:00,2256.590087890625,2256.9599609375,2225.93994140625,2232.22998046875,0,0.0,0.0
2023-02-15 00:00:00+03:00,2216.68994140625,2216.68994140625,2164.699951171875,2166.4599609375,0,0.0,0.0
2023-02-16 00:00:00+03:00,2169.389892578125,2186.639892578125,2150.169921875,2153.9599609375,0,0.0,0.0
2023-02-17 00:00:00+03:00,2157.5,2180.9599609375,2147.31005859375,2168.8798828125,0,0.0,0.0
2023-02-20 00:00:00+03:00,2172.530029296875,2186.389892578125,2140.780029296875,2183.570068359375,0,0.0,0.0
2023-02-21 00:00:00+03:00,2184.60009765625,2227.820068359375,2184.510009765625,2212.419921875,0,0.0,0.0
2023-02-22 00:00:00+03:00,2215.429931640625,2215.580078125,2194.989990234375,2212.39990234375,0,0.0,0.0
2023-02-24 00:00:00+03:00,2209.10009765625,2223.22998046875,2202.25,2208.030029296875,0,0.0,0.0
2023-02-27 00:00:00+03:00,2194.389892578125,2241.10009765625,2188.949951171875,2241.10009765625,0,0.0,0.0
2023-02-28 00:00:00+03:00,2246.260009765625,2258.679931640625,2239.590087890625,2253.159912109375,0,0.0,0.0
2023-03-01 00:00:00+03:00,2258.889892578125,2287.47998046875,2255.449951171875,2279.64990234375,0,0.0,0.0
2023-03-02 00:00:00+03:00,2284.8701171875,2286.27001953125,2235.429931640625,2254.300048828125,0,0.0,0.0
2023-03-03 00:00:00+03:00,2250.1201171875,2273.52001953125,2249.81005859375,2272.199951171875,0,0.0,0.0
2023-03-06 00:00:00+03:00,2286.199951171875,2297.860107421875,2283.39990234375,2294.1201171875,0,0.0,0.0
2023-03-07 00:00:00+03:00,2294.320068359375,2298.929931640625,2281.4599609375,2295.60009765625,0,0.0,0.0
2023-03-09 00:00:00+03:00,2295.030029296875,2302.10009765625,2278.949951171875,2290.139892578125,0,0.0,0.0
2023-03-10 00:00:00+03:00,2272.610107421875,2283.179931640625,2266.330078125,2276.25,0,0.0,0.0
2023-03-13 00:00:00+03:00,2279.1298828125,2289.699951171875,2250.139892578125,2269.469970703125,0,0.0,0.0
2023-03-14 00:00:00+03:00,2266.780029296875,2290.320068359375,2261.64990234375,2290.320068359375,0,0.0,0.0
2023-03-15 00:00:00+03:00,2287.159912109375,2295.06005859375,2257.0,2262.070068359375,0,0.0,0.0
2023-03-16 00:00:00+03:00,2262.610107421875,2269.010009765625,2236.77001953125,2258.219970703125,0,0.0,0.0
2023-03-17 00:00:00+03:00,2284.780029296875,2322.780029296875,2275.47998046875,2322.780029296875,0,0.0,0.0
2023-03-20 00:00:00+03:00,2337.830078125,2397.159912109375,2332.800048828125,2397.159912109375,0,0.0,0.0
2023-03-21 00:00:00+03:00,2417.429931640625,2431.22998046875,2383.080078125,2398.14990234375,0,0.0,0.0
2023-03-22 00:00:00+03:00,2387.81005859375,2398.760009765625,2374.4599609375,2393.8798828125,0,0.0,0.0
2023-03-23 00:00:00+03:00,2386.699951171875,2396.5,2379.8798828125,2388.35009765625,0,0.0,0.0
2023-03-24 00:00:00+03:00,2386.530029296875,2394.030029296875,2384.2900390625,2391.530029296875,0,0.0,0.0
2023-03-27 00:00:00+03:00,2400.840087890625,2440.679931640625,2400.840087890625,2440.679931640625,0,0.0,0.0
2023-03-28 00:00:00+03:00,2453.260009765625,2458.3701171875,2421.389892578125,2442.18994140625,0,0.0,0.0
2023-03-29 00:00:00+03:00,2449.9599609375,2468.47998046875,2437.52001953125,2460.8701171875,0,0.0,0.0
2023-03-30 00:00:00+03:00,2458.06005859375,2467.969970703125,2450.4599609375,2465.929931640625,0,0.0,0.0
2023-03-31 00:00:00+03:00,2470.1201171875,2472.530029296875,2424.449951171875,2450.669921875,0,0.0,0.0
2023-04-03 00:00:00+03:00,2474.3701171875,2482.5400390625,2463.0,2473.320068359375,0,0.0,0.0
2023-04-04 00:00:00+03:00,2483.469970703125,2511.489990234375,2479.239990234375,2480.449951171875,0,0.0,0.0
2023-04-05 00:00:00+03:00,2489.179931640625,2500.800048828125,2465.77001953125,2500.800048828125,0,0.0,0.0
2023-04-06 00:00:00+03:00,2504.06005859375,2521.81005859375,2498.300048828125,2498.300048828125,0,0.0,0.0
2023-04-07 00:00:00+03:00,2504.0400390625,2511.949951171875,2491.3701171875,2508.389892578125,0,0.0,0.0
2023-04-10 00:00:00+03:00,2523.199951171875,2548.409912109375,2523.199951171875,2547.35009765625,0,0.0,0.0
2023-04-11 00:00:00+03:00,2560.0400390625,2577.510009765625,2515.830078125,2533.68994140625,0,0.0,0.0
2023-04-12 00:00:00+03:00,2538.6201171875,2554.77001953125,2520.64990234375,2538.469970703125,0,0.0,0.0
2023-04-13 00:00:00+03:00,2546.97998046875,2557.580078125,2528.06005859375,2544.280029296875,0,0.0,0.0
2023-04-14 00:00:00+03:00,2546.929931640625,2554.85009765625,2532.389892578125,2554.85009765625,0,0.0,0.0
2023-04-17 00:00:00+03:00,2572.5400390625,2596.449951171875,2572.5400390625,2596.110107421875,0,0.0,0.0
2023-04-18 00:00:00+03:00,2601.340087890625,2615.6201171875,2586.050048828125,2615.6201171875,0,0.0,0.0
2023-04-19 00:00:00+03:00,2617.909912109375,2629.010009765625,2584.9599609375,2606.550048828125,0,0.0,0.0
2023-04-20 00:00:00+03:00,2600.7099609375,2640.780029296875,2565.610107421875,2637.85009765625,0,0.0,0.0
2023-04-21 00:00:00+03:00,2640.989990234375,2648.2099609375,2626.93994140625,2639.949951171875,0,0.0,0.0
2023-04-24 00:00:00+03:00,2636.760009765625,2651.800048828125,2609.39990234375,2635.429931640625,0,0.0,0.0
2023-04-25 00:00:00+03:00,2639.669921875,2642.1201171875,2619.669921875,2626.860107421875,0,0.0,0.0
2023-04-26 00:00:00+03:00,2625.6201171875,2631.1298828125,2614.97998046875,2620.330078125,0,0.0,0.0
2023-04-27 00:00:00+03:00,2620.64990234375,2646.179931640625,2617.0400390625,2646.179931640625,0,0.0,0.0
2023-04-28 00:00:00+03:00,2653.929931640625,2657.89990234375,2608.02001953125,2634.93994140625,0,0.0,0.0
2023-05-02 00:00:00+03:00,2623.2900390625,2635.530029296875,2560.090087890625,2580.510009765625,0,0.0,0.0
2023-05-03 00:00:00+03:00,2585.39990234375,2586.169921875,2532.419921875,2532.419921875,0,0.0,0.0
2023-05-04 00:00:00+03:00,2524.969970703125,2547.199951171875,2524.360107421875,2524.510009765625,0,0.0,0.0
2023-05-05 00:00:00+03:00,2544.469970703125,2555.389892578125,2529.080078125,2538.239990234375,0,0.0,0.0
2023-05-08 00:00:00+03:00,2528.739990234375,2538.22998046875,2513.840087890625,2527.590087890625,0,0.0,0.0
2023-05-10 00:00:00+03:00,2483.919921875,2556.669921875,2483.7900390625,2548.6298828125,0,0.0,0.0
2023-05-11 00:00:00+03:00,2573.409912109375,2610.800048828125,2567.97998046875,2595.1201171875,0,0.0,0.0
2023-05-12 00:00:00+03:00,2570.64990234375,2584.909912109375,2552.050048828125,2565.169921875,0,0.0,0.0
2023-05-15 00:00:00+03:00,2581.639892578125,2611.7099609375,2581.639892578125,2611.070068359375,0,0.0,0.0
2023-05-16 00:00:00+03:00,2645.93994140625,2655.72998046875,2621.590087890625,2633.7099609375,0,0.0,0.0
2023-05-17 00:00:00+03:00,2637.510009765625,2646.610107421875,2623.14990234375,2634.47998046875,0,0.0,0.0
2023-05-18 00:00:00+03:00,2650.1201171875,2658.570068359375,2624.489990234375,2632.909912109375,0,0.0,0.0
2023-05-19 00:00:00+03:00,2627.590087890625,2635.800048828125,2612.469970703125,2626.159912109375,0,0.0,0.0
2023-05-22 00:00:00+03:00,2648.300048828125,2652.969970703125,2622.35009765625,2633.260009765625,0,0.0,0.0
2023-05-23 00:00:00+03:00,2641.050048828125,2648.68994140625,2607.6298828125,2641.659912109375,0,0.0,0.0
2023-05-24 00:00:00+03:00,2643.72998046875,2659.679931640625,2626.429931640625,2654.989990234375,0,0.0,0.0
2023-05-25 00:00:00+03:00,2662.85009765625,2663.510009765625,2631.030029296875,2649.97998046875,0,0.0,0.0
2023-05-26 00:00:00+03:00,2650.3798828125,2685.139892578125,2645.5400390625,2682.030029296875,0,0.0,0.0
2023-05-29 00:00:00+03:00,2697.4599609375,2732.0,2697.4599609375,2732.0,0,0.0,0.0
2023-05-30 00:00:00+03:00,2712.0400390625,2748.60009765625,2687.81005859375,2698.75,0,0.0,0.0
2023-05-31 00:00:00+03:00,2698.110107421875,2718.27001953125,2676.27001953125,2717.639892578125,0,0.0,0.0
2023-06-01 00:00:00+03:00,2720.2099609375,2729.969970703125,2709.330078125,2721.72998046875,0,0.0,0.0
2023-06-02 00:00:00+03:00,2684.590087890625,2720.469970703125,2684.590087890625,2719.47998046875,0,0.0,0.0
2023-06-05 00:00:00+03:00,2726.169921875,2738.820068359375,2679.300048828125,2694.139892578125,0,0.0,0.0
2023-06-06 00:00:00+03:00,2667.760009765625,2687.409912109375,2628.0,2681.25,0,0.0,0.0
2023-06-07 00:00:00+03:00,2690.93994140625,2711.719970703125,2674.110107421875,2694.68994140625,0,0.0,0.0
2023-06-08 00:00:00+03:00,2693.60009765625,2709.68994140625,2688.31005859375,2709.68994140625,0,0.0,0.0
2023-06-09 00:00:00+03:00,2717.199951171875,2721.840087890625,2705.239990234375,2708.0400390625,0,0.0,0.0
